,WorkerId,Unnamed: 0,ExcludedAverage,HITId,WorkTimeInSeconds,Input.batch,MistakeZScore,Input.Nucle_ID,Input.original_text,Input.is_perfect,Input.is_control,Answer.mistakeRate
2662,A1B179AI3LZKWS,2663,-0.312736610116734,3BPP3MA3TC6SFPHA93QIU8U8MI6ELB,1096,12,0.28840022853382524,63526,"Hence, when they are ill they are able to use these accounts to pay for their medical bills.",False,True,59
2667,A1B179AI3LZKWS,2668,0.16689569022042747,3BPP3MA3TC6SFPHA93QIU8U8MI6ELB,1096,12,0.6472185533037479,24493,"scholarships, awards), technology, research and development would be vital.",False,True,67
2682,A1B179AI3LZKWS,2683,0.0663777797944229,3BPP3MA3TC6SFPHA93QIU8U8MI6ELB,1096,12,0.6472185533037479,28421,This is one reason why money can be spent more on other areas for the country's development instead on the aged.,False,True,67
2696,A1B179AI3LZKWS,2697,-0.03928989128793706,3BPP3MA3TC6SFPHA93QIU8U8MI6ELB,1096,12,0.2435479379375849,81145,This gave the engineers the idea of whether what they see in the movie is able to become a reality.,False,True,58
2713,AYUZGGAGNM9FT,2714,-0.3216579693937116,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,-0.8316434083879422,117637,Psychologists might make mistakes but at least they can lower the probability of errors caused by human's irresponsible act or carelessness.,False,True,4
2717,AYUZGGAGNM9FT,2718,-0.5074358306014983,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,0.3868326850479417,104444,"However, there is always a great concern to the public with the safe operation of nuclear reactors and radioactive waste management.",False,True,11
2726,AYUZGGAGNM9FT,2727,0.2386963652578225,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,-1.0057114217359255,137283,"However in long term, the cost is justified by the economics-of-scale.",False,True,3
2728,AYUZGGAGNM9FT,2729,0.6110121482122631,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,-1.1797794350839093,155649,"But I do not think it is reasonable to forgo this advanced technology for it really plays a great role in the areas related to healthcare and government, and the potential negative impacts brought by can be reduced or avoided if the regulations around it tend to be sounder and sounder.",False,True,2
2734,AYUZGGAGNM9FT,2735,0.35159560238641857,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,-1.1797794350839093,48765,"These two mentioned policies above are just representatives of many researches, studies, policies given out to alleviate the harmful consequences caused by this so-called "" silver tsunami "".",False,True,2
2739,AYUZGGAGNM9FT,2740,-0.07908376770582508,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,-0.8316434083879422,97043,"Social policies, practices and attitudes discourage working at an older age because the retirement for elderly will be costly for firms.",False,True,4
2753,AYUZGGAGNM9FT,2754,0.16602346975430135,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,-0.6575753950399588,112307,"On the other hand, sodium-cooled reactor strengthens its safety with long thermal response time and large margin to coolant boiling.",False,True,5
2771,AYUZGGAGNM9FT,2772,0.2568534199186408,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,-0.13537135499600855,56250,Eventually the economy will be benefited when people become healthier and spend lesser on their healthcare.,False,True,8
2779,AYUZGGAGNM9FT,2780,0.11284726022285495,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,-1.1797794350839093,55933,"Therefore, if government spending on the aged does not limit but increases due to aging population issue, the budget on infrastructure development will be lesser and this may affect the country's economic development negatively.",False,True,2
2787,AYUZGGAGNM9FT,2788,0.18686933611152517,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,-1.1797794350839093,48641,"Similarly, increasing adult's responsibility for their older parents particularly assists the government in caring a number of older people and saving health care's fees.",False,True,2
2789,AYUZGGAGNM9FT,2790,0.1702717093196263,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,-0.8316434083879422,149683,"Therefore, a carrier of a known genetic risk should not be obligated to tell his or her relatives due to privacy concern issue, negative emotional reactions of relatives or parents.",False,True,4
2792,AYUZGGAGNM9FT,2793,0.5501038822425046,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,-0.4835073816919754,158488,"The implantations process us a "" quick and relatively simple procedures "", but the removal of it is not.",False,True,6
2797,AYUZGGAGNM9FT,2798,0.31694933176167384,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,-0.4835073816919754,129606,"There is a discovery that there is a much better nuclear source compare to uranium, which is helium-3 that is located in the moon (Lasker, J, 2006).",False,True,6
2799,AYUZGGAGNM9FT,2800,0.06912585198866764,30EV7DWJTVH829VUM0WACS4REZM6YA,2729,214,-1.3538474484318923,6201,"These ideas may sound ludicrous, however it is the easiest method that enables us to store more time while we change our lifestyle and prepares for global warming.",False,True,1
2806,A20BR8JVTG691,2807,0.19191867183932682,3URJ6VVYUP9IT8NEXPUXD3MB4YH4OC,854,13,1.5616449872791842,80640,This will cause children who later grow into adults not to utilize their creativity the first step to engineering design process.,False,True,89
2812,A20BR8JVTG691,2813,0.2178256453410819,3URJ6VVYUP9IT8NEXPUXD3MB4YH4OC,854,13,-0.5173802905744274,5198,They even asked for more cards when they finished giving out what they have.,False,True,19
2813,A20BR8JVTG691,2814,0.39959187444220395,3URJ6VVYUP9IT8NEXPUXD3MB4YH4OC,854,13,-0.6955824572475942,10970,"In addition, economic situation and current circumstance, as well as the financial problem also create barriers for innovation to take place.",False,True,13
2829,A20BR8JVTG691,2830,0.021431556698976374,3URJ6VVYUP9IT8NEXPUXD3MB4YH4OC,854,13,1.353742459493823,41086,"Employers could also offer other kinds of employment, not necessarily to be the same job or pay as of their previous employment.",False,True,82
2835,A20BR8JVTG691,2836,0.26345661475178217,3URJ6VVYUP9IT8NEXPUXD3MB4YH4OC,854,13,0.7003345150255451,59957,The aging processes in Singapore with the ensuing serious impact have drawn our attention.,False,True,60
2837,A20BR8JVTG691,2838,0.5871331762605881,3URJ6VVYUP9IT8NEXPUXD3MB4YH4OC,854,13,1.8883489595133232,87265,Unite everyone can maximize the ability of the whole unity.,False,True,100
2839,A20BR8JVTG691,2840,0.2023190369518295,3URJ6VVYUP9IT8NEXPUXD3MB4YH4OC,854,13,-0.428279207237844,72530,"It is said that if we can cover a place of 40,000 square miles with solar panel, the demand for electricity of the whole world will be satisfied.",False,True,22
2849,A20BR8JVTG691,2850,0.060273153187766645,3URJ6VVYUP9IT8NEXPUXD3MB4YH4OC,854,13,-0.6064813739110108,98365,"Furthermore, since old people stay at home for the most of the time, adequate sunlight would help them to form the cycle of day and night and thus prevent them from sleep disorders.",False,True,16
2852,A20BR8JVTG691,2853,0.29536109130280025,3URJ6VVYUP9IT8NEXPUXD3MB4YH4OC,854,13,1.79924787617674,26388,"As compared to 2003, it shows an increased of 1.4 years and 1.2 years correspondingly (Singapore Department of Statistics, 2008).",False,True,97
2855,A20BR8JVTG691,2856,0.9858185937872396,3URJ6VVYUP9IT8NEXPUXD3MB4YH4OC,854,13,1.5022442650547954,85593,"We will no longer afraid of atmospheric pollution and greenhouse effect.What's more,the energy we use is renewable.We will not be short of energy resource.",False,True,87
2891,A20BR8JVTG691,2892,0.04754302212959139,3URJ6VVYUP9IT8NEXPUXD3MB4YH4OC,854,13,-0.9925860683695388,43856,"Money should be spent on education, research and growing the country's economy so that people can have larger income to tap upon.",False,True,3
2896,A20BR8JVTG691,2897,-0.32378550971905407,3URJ6VVYUP9IT8NEXPUXD3MB4YH4OC,854,13,0.2251287372304339,153271,"Furthermore scientists around the world have intensified efforts to perfect the art of surveillance, hoping to catch villains before they strike.",False,True,44
2899,A20BR8JVTG691,2900,0.7147706748039766,3URJ6VVYUP9IT8NEXPUXD3MB4YH4OC,854,13,-0.8143839016963719,49016,"In fact, this solution somehow could ensure the economy that it would be sufficient new generation of workforce to provide for the labour market when it comes to the time for the previous generation to get retired.",False,True,9
2904,AYUZGGAGNM9FT,2905,0.3244517844976269,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,-0.8316434083879422,142233,"Moreover, the rods are designed with graphite tip which, when first inserted, will increases the reactivity.",False,True,4
2920,AYUZGGAGNM9FT,2921,-0.15546280460088702,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,1.6053087784838256,58465,If that happens and the nation decides to be a welfare state then it will fail like what Britain experienced.,False,True,18
2925,AYUZGGAGNM9FT,2926,-0.5411803057126916,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,-0.30943936834399194,50415,The aging workforce will then decrease the work productivity and lower nation's economic development.,False,True,7
2930,AYUZGGAGNM9FT,2931,0.6917266431603004,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,1.2571727517878586,72169,"Therefore, New water is decided as a solution needed to meet the need for water of the Nation.",False,True,16
2932,AYUZGGAGNM9FT,2933,-0.30965327881798865,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,-1.1797794350839093,117637,Psychologists might make mistakes but at least they can lower the probability of errors caused by human's irresponsible act or carelessness.,False,True,2
2933,AYUZGGAGNM9FT,2934,0.33683578154917637,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,-0.30943936834399194,112508,There are reports showing teenagers' death from brain stroke after hours of continuous gaming.,False,True,7
2944,AYUZGGAGNM9FT,2945,0.4004782854834889,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,-0.6575753950399588,29799,"It is more ethical to do there and take up the responsibilities rather than finding them a social burden and just make sure that "" just enough "" funds for them or even neglect them just because of pragmatic reasons.",False,True,5
2957,AYUZGGAGNM9FT,2958,0.11714846239643237,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,2.3015808318757593,5198,They even asked for more cards when they finished giving out what they have.,False,True,22
2959,AYUZGGAGNM9FT,2960,-0.32175194271474367,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,0.21276467169995825,104057,"Therefore, Uranium will soon deplete and we will need to search for a new form of energy supply.",False,True,10
2962,AYUZGGAGNM9FT,2963,-0.5883187920963424,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,1.4312407651358416,109268,All of these facts show that the SFR is more economic and flexible than VHTR.,False,True,17
2963,AYUZGGAGNM9FT,2964,0.10421784952370781,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,-0.30943936834399194,84486,The information gathered from such surveys will be used in the processing and the decision of the final product out of the many initial designs will be largely based on these statistics.,False,True,7
2964,AYUZGGAGNM9FT,2965,0.04047147747957275,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,1.2571727517878586,70309,"For the next 10 years or more, Singapore would have a high percentage of population consisting of the elderly.",False,True,16
2982,AYUZGGAGNM9FT,2983,-0.13309304748178688,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,-0.4835073816919754,93770,"In the contemporary society, the elder are well taken care of in many countries.",False,True,6
2983,AYUZGGAGNM9FT,2984,-0.06665545953523505,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,-0.8316434083879422,8191,"Without the accession from the society, it would be difficult for the emergent of any new innovations.",False,True,4
2995,AYUZGGAGNM9FT,2996,-0.4578900855851869,31ANT7FQN8OQXA5R7HIHYMVOS8YH56,1506,215,-0.6575753950399588,92790,Limitations and transparency can be made to gain back the confidence level towards public spending.,False,True,5
3003,A3K5HNLPS3F0I8,3004,0.07583630071550794,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,-1.2867978330033507,53676,"However, when public spending on the aged is not limited and allowed to be raised continuously, everyone in the country is going to suffer in long term.",False,True,0
3020,A3K5HNLPS3F0I8,3021,0.15184619210652736,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,0.7312920412899769,137283,"However in long term, the cost is justified by the economics-of-scale.",False,True,76
3028,A3K5HNLPS3F0I8,3029,-0.4865279164924332,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,0.06744668790401383,5837,"Therefore, it is a quite safe design for us to use.",False,True,51
3047,A3K5HNLPS3F0I8,3048,0.5343696581176364,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,1.2092606957278702,124998,"Also, the technology used in production of nuclear energy has significantly improved in past few decades and safety factors are analyzed thoroughly when a nuclear plant is designed following the three miles island and Chernobyl accidents.",False,True,94
3050,A3K5HNLPS3F0I8,3051,0.11097924283381246,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,-1.1274749481907196,55933,"Therefore, if government spending on the aged does not limit but increases due to aging population issue, the budget on infrastructure development will be lesser and this may affect the country's economic development negatively.",False,True,6
3052,A3K5HNLPS3F0I8,3053,0.3828218203916942,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,1.0764916250506775,60879,Where is all the money invested in ?,False,True,89
3057,A3K5HNLPS3F0I8,3058,0.18112975960348277,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,-0.4636295948047566,78738,"However, in my home country, many problems exist as huge barriers for engineers to apply their innovative ideas into practice.",False,True,31
3063,A3K5HNLPS3F0I8,3064,-0.8141745768087753,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,-1.2867978330033507,73420,"In recent years, lots of small companies appeared in southern China.",False,True,0
3065,A3K5HNLPS3F0I8,3066,-0.11241026632959494,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,-1.0212596916489656,93770,"In the contemporary society, the elder are well taken care of in many countries.",False,True,10
3068,A3K5HNLPS3F0I8,3069,-0.17515942070392557,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,-0.9150444351072116,81369,"As the situation of the earth environment becomes worse, and the energy resources are exhausting, the need for inventing nonpolluting and energy- saving cars is urgent.",False,True,14
3069,A3K5HNLPS3F0I8,3070,-0.7242625911401304,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,-0.888490620971773,114789,"Thus, nuclear energy is more cost-efficient compared to existing energy resources and it is more environmental-friendly.",False,True,15
3071,A3K5HNLPS3F0I8,3072,-0.06474662470254235,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,-1.0743673199198427,81421,"Innovations and technologies are for the public use, and without the confirmation from lab work and data, they are not completed.",False,True,8
3073,A3K5HNLPS3F0I8,3074,0.3175272909359829,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,-0.5432910372110722,59957,The aging processes in Singapore with the ensuing serious impact have drawn our attention.,False,True,28
3076,A3K5HNLPS3F0I8,3077,-0.32081799396588123,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,-0.9150444351072116,13129,"Although some argue that RFID technology that stores one's information in RFID such as credit card or identity card provides great convenience, it creates chances for criminals as well at the same time.",False,True,14
3081,A3K5HNLPS3F0I8,3082,-0.16137472027432403,36JW4WBR066IZ7YGDTVQKYM1H2CHFP,1910,14,0.6516305988836614,105332,The energy output is much lesser than the VHTR models which will exceed 50%.,False,True,73
3103,A1M5OZVJCY4ZGB,3104,-0.002150498070475871,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,0.8882270098222406,4697,"For example, Meizu, a Chinese electrical manufactory famous for its pseudo "" Apple inspired design "" music players recently comes up with a new product M8.",False,True,86
3111,A1M5OZVJCY4ZGB,3112,0.17850496034721935,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,-1.5005763619528896,78835,"However, the recent two decades witnessed astonishing innovation in photographythe development of digital cameras (DC) which has made taking photos accessible to non-specialists.",False,True,4
3121,A1M5OZVJCY4ZGB,3122,0.3243375748015801,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,0.8299635129496764,109314,"From the feedbacks they received from customers, the company said that passengers could hear loud vibrations in dinnerware and glasses were moving across the table when the train is moving at cruising speed (Eschede, N.D.).Thus, the engineers were tasked to come up with a new design to solve problem.",False,True,84
3124,A1M5OZVJCY4ZGB,3125,0.29404004102854187,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,0.04340630517006035,129606,"There is a discovery that there is a much better nuclear source compare to uranium, which is helium-3 that is located in the moon (Lasker, J, 2006).",False,True,57
3134,A1M5OZVJCY4ZGB,3135,-0.12447346940753584,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,1.063017500439933,146363,Failure to identify and treat Phenylketonuria in time however may result in mental illness at later stages of an infant's life.,False,True,92
3136,A1M5OZVJCY4ZGB,3137,0.05577833962165989,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,-1.0344683869723763,24031,It has also gained recognition in local and abroad.,False,True,20
3142,A1M5OZVJCY4ZGB,3143,-0.29705051033783797,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,1.1795444941850612,107570,"In fact, the Chernobyl accident arises from chain of human errors.",False,True,96
3145,A1M5OZVJCY4ZGB,3146,-0.08936148018331289,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,-1.4423128650803254,9587,"Therefore, it could be re- designed until a reasonable solution is reached.",False,True,6
3146,A1M5OZVJCY4ZGB,3147,-0.09566565526396119,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,-0.8596778963546841,105332,The energy output is much lesser than the VHTR models which will exceed 50%.,False,True,26
3156,A1M5OZVJCY4ZGB,3157,0.14958162355317098,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,-1.209258877590069,41086,"Employers could also offer other kinds of employment, not necessarily to be the same job or pay as of their previous employment.",False,True,14
3161,A1M5OZVJCY4ZGB,3162,0.24149517529034473,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,-1.1801271291537871,5198,They even asked for more cards when they finished giving out what they have.,False,True,15
3162,A1M5OZVJCY4ZGB,3163,0.3168301483828492,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,0.9173587582585226,150911,"Genetic testing, by definition, may be done for various reasons, including the diagnosis of a genetic disease in an individual, the identification of future disease risks to individual, unborn children or the prediction of drug responses (MedicineNet, 2002).",False,True,87
3163,A1M5OZVJCY4ZGB,3164,-0.7102829128271586,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,1.2960714879301896,107969,"Actually, the issue is being considered in the country where these nuclear reactors are widely built.",False,True,100
3165,A1M5OZVJCY4ZGB,3166,-0.06532480124190816,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,0.9464905066948048,81145,This gave the engineers the idea of whether what they see in the movie is able to become a reality.,False,True,88
3178,A1M5OZVJCY4ZGB,3179,-0.20116792202221018,3CZH926SIC0WHHAP3BR18RSX0WB4E8,1411,216,-0.7431509026095557,51874,"Being a country highly dependent on the foreign market and MNCs, Singapore has a need for better skilled workers in the future as competition is bound to reach more advanced levels.",False,True,30
3218,A33LAQGIHTKVZM,3219,0.014456285275487457,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,0.4896642095191207,4697,"For example, Meizu, a Chinese electrical manufactory famous for its pseudo "" Apple inspired design "" music players recently comes up with a new product M8.",False,True,51
3229,A33LAQGIHTKVZM,3230,-0.21231343974608982,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,-0.8697737156564459,90950,"Thus, making it possible for people to live comfortably now.",False,True,0
3231,A33LAQGIHTKVZM,3232,0.04204491772176052,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,1.182710994902743,84486,The information gathered from such surveys will be used in the processing and the decision of the final product out of the many initial designs will be largely based on these statistics.,False,True,77
3237,A33LAQGIHTKVZM,3238,0.12321505887551804,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,-0.28334951263953484,12968,Genetic test is a test which uses laboratory techniques to determine whether a individual has a genetic disease or is possible to get the disease.,False,True,22
3242,A33LAQGIHTKVZM,3243,-0.3709801859804427,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,-0.8697737156564459,84176,"This concept is similar to the method of entering the MRT station but of course, no money will be deducted.",False,True,0
3244,A33LAQGIHTKVZM,3245,0.42485614069057265,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,1.289333577269454,65802,"To enhance the capacity of the battery, keep trying new materials is important.",False,True,81
3245,A33LAQGIHTKVZM,3246,-0.2599699060243585,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,-0.07010434790611263,99554,"However taking a look around us today, current research, development and various policies have evolved to an extent large enough to dismiss our concerns with a greying population.",False,True,30
3267,A33LAQGIHTKVZM,3268,-0.07170679956151774,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,-0.2033825758645015,146363,Failure to identify and treat Phenylketonuria in time however may result in mental illness at later stages of an infant's life.,False,True,25
3270,A33LAQGIHTKVZM,3271,0.6051733795768947,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,-0.6565285509230238,20266,Limiting public is something which the governments must consider seriously.,False,True,8
3273,A33LAQGIHTKVZM,3274,0.3955402566492044,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,-0.7364954876980571,109314,"From the feedbacks they received from customers, the company said that passengers could hear loud vibrations in dinnerware and glasses were moving across the table when the train is moving at cruising speed (Eschede, N.D.).Thus, the engineers were tasked to come up with a new design to solve problem.",False,True,5
3274,A33LAQGIHTKVZM,3275,0.2304111248082968,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,-0.8697737156564459,5198,They even asked for more cards when they finished giving out what they have.,False,True,0
3277,A33LAQGIHTKVZM,3278,0.5888479508429706,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,-0.7364954876980571,155649,"But I do not think it is reasonable to forgo this advanced technology for it really plays a great role in the areas related to healthcare and government, and the potential negative impacts brought by can be reduced or avoided if the regulations around it tend to be sounder and sounder.",False,True,5
3280,A33LAQGIHTKVZM,3281,0.42230567005694414,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,1.7957908435113317,46950,"As for the aged, although we can not neglect them, but we can always provide them with just the right amount so that they will too get what they deserve from the society.",False,True,100
3281,A33LAQGIHTKVZM,3282,0.04417244050022884,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,-0.8697737156564459,149953,"Although there is a concern that a positive test with a particular genetic disease can decrease the chance of the candidate in getting a job (Fisher, 2009) since companies always want employees that can work as hard as they want, laws are passed in order to protect the victims of disorder (Fisher, 2009).",False,True,0
3293,A33LAQGIHTKVZM,3294,-0.17704570068104084,30F94FBDNR6IRZDV8LQJFRY4DYFBTB,1104,15,-0.8697737156564459,81369,"As the situation of the earth environment becomes worse, and the energy resources are exhausting, the need for inventing nonpolluting and energy- saving cars is urgent.",False,True,0
3308,A3SH8EL6NWLWZS,3309,-0.12313197199004047,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,0.03495427854262168,81421,"Innovations and technologies are for the public use, and without the confirmation from lab work and data, they are not completed.",False,True,44
3314,A3SH8EL6NWLWZS,3315,-0.9155377418476928,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,0.6391023027360812,73420,"In recent years, lots of small companies appeared in southern China.",False,True,58
3323,A3SH8EL6NWLWZS,3324,-0.3275230125340403,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,-0.5260403153513049,37417,"However, there is a risk involved to limiting spending on the aged.",False,True,31
3326,A3SH8EL6NWLWZS,3327,0.46287872497589355,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,0.9843297451323436,46950,"As for the aged, although we can not neglect them, but we can always provide them with just the right amount so that they will too get what they deserve from the society.",False,True,66
3327,A3SH8EL6NWLWZS,3328,0.13950024554659793,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,-0.13765944265550958,48641,"Similarly, increasing adult's responsibility for their older parents particularly assists the government in caring a number of older people and saving health care's fees.",False,True,40
3330,A3SH8EL6NWLWZS,3331,-0.5690993948372919,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,0.9411763148328108,106171,The nuclear-averse public opposed the development of generation IV reactors because they are too costly to build.,False,True,65
3339,A3SH8EL6NWLWZS,3340,0.31962999579667317,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,-0.05135258205644395,112508,There are reports showing teenagers' death from brain stroke after hours of continuous gaming.,False,True,42
3341,A3SH8EL6NWLWZS,3342,0.3373792716067476,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,-0.05135258205644395,45139,Now the government should focus on sustaining and maintaining all these developments that are already provided here.,False,True,42
3355,A3SH8EL6NWLWZS,3356,0.2609599179692404,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,1.415864048127672,150056,"Over the years, genetic testing has been increasing used in clarifying a diagnosis for more targeted treatments and allowing families to avoid having children with devastating diseases.",False,True,76
3371,A3SH8EL6NWLWZS,3372,0.22859416285173031,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,1.5021709087267374,59957,The aging processes in Singapore with the ensuing serious impact have drawn our attention.,False,True,78
3380,A3SH8EL6NWLWZS,3381,0.21595056496788106,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,-0.13765944265550958,24493,"scholarships, awards), technology, research and development would be vital.",False,True,40
3386,A3SH8EL6NWLWZS,3387,0.7030632216074507,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,-0.8712677577475675,91341,"For those who can support themselves, either by their own saving money or by support of family, should take the responsible to reduce the financial stress put on programs for the elderly.",False,True,23
3389,A3SH8EL6NWLWZS,3390,0.5695551261925569,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,-1.6480295031391583,30435,"However, deciding on how much the government should contribute is a feat as a society has many needsit is the role of the government is to weigh which issues should be focused on in the short and long term.",False,True,5
3394,A3SH8EL6NWLWZS,3395,0.1110761496678855,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,-1.1301883395447645,55933,"Therefore, if government spending on the aged does not limit but increases due to aging population issue, the budget on infrastructure development will be lesser and this may affect the country's economic development negatively.",False,True,17
3399,A3SH8EL6NWLWZS,3400,0.27879430922422516,3UV0D2KX1M5ONVALYMB7Q9DXCXQ4FQ,372,217,-0.8712677577475675,97470,"For those who work in high polluted industry, they should also be specially considered.",False,True,23
3406,A1PB9RGHUXNVP6,3407,0.26279059291787815,3NQUW096N6UBKTQT1SAW2UTXVLQ9LW,8610,16,1.3682664994630902,150056,"Over the years, genetic testing has been increasing used in clarifying a diagnosis for more targeted treatments and allowing families to avoid having children with devastating diseases.",False,True,74
3431,A1PB9RGHUXNVP6,3432,1.0284735245909236,3NQUW096N6UBKTQT1SAW2UTXVLQ9LW,8610,16,0.6064907181774297,85593,"We will no longer afraid of atmospheric pollution and greenhouse effect.What's more,the energy we use is renewable.We will not be short of energy resource.",False,True,61
3432,A1PB9RGHUXNVP6,3433,0.42753004661574046,3NQUW096N6UBKTQT1SAW2UTXVLQ9LW,8610,16,1.1924720883971685,30435,"However, deciding on how much the government should contribute is a feat as a society has many needsit is the role of the government is to weigh which issues should be focused on in the short and long term.",False,True,71
3436,A1PB9RGHUXNVP6,3437,-0.1795773082321041,3NQUW096N6UBKTQT1SAW2UTXVLQ9LW,8610,16,1.3096683624411165,10210,"However in the case of the serendipitous discoveries, identifying a problem or need as well as selecting the best solution are eliminated.",False,True,73
3450,A1PB9RGHUXNVP6,3451,-0.102201965471786,3NQUW096N6UBKTQT1SAW2UTXVLQ9LW,8610,16,-0.5068738852400739,89786,"Money can then be diverted to other areas of the country's development which maybe of better use for the future generations, it will also make society more independent when looking after their own health and lastly instil stronger filial piety and willingness in today's youth.",False,True,42
3454,A1PB9RGHUXNVP6,3455,0.3701841133070058,3NQUW096N6UBKTQT1SAW2UTXVLQ9LW,8610,16,-1.7374347627015254,48765,"These two mentioned policies above are just representatives of many researches, studies, policies given out to alleviate the harmful consequences caused by this so-called "" silver tsunami "".",False,True,21
